»’∆⁄,µÿ«¯,–¬‘ˆ»∑’Ô,–¬‘ˆ÷Œ”˙,–¬‘ˆÀ¿Õˆ,¿€º∆»∑’Ô,¿€º∆÷Œ”˙,¿€º∆À¿Õˆ,«®»Î÷∏ ˝,«®≥ˆ÷∏ ˝,Œ¬∂», ™∂»,aqi,“Ω¡∆æ»÷Œ“Ω‘∫,∑¢»»√≈’Ô,»Àø⁄
20200215,œÃƒ˛,12.0,25.0,0,854.0,152.0,8.0,0.0556308,0.0628236,2.83,98.62,29.75,46.0,46.0,246.26
20200215,ÀÊ÷›,22.0,17.0,3.0,1256.0,113.0,22.0,0.0360936,0.0367416,0.87,89.5,33.67,54.0,54.0,216.22
20200215,∂˜ ©,3.0,5.0,0,252.0,76.0,4.0,0.1157976,0.133164,7.58,81.83,39.54,93.0,93.0,329.03
20200215,œ…Ã“,9.0,24.0,0,523.0,87.0,17.0,0.048438,0.0502524,2.33,89.04,-1.0,26.0,25.0,117.51
20200215,ÃÏ√≈,25.0,6.0,0,449.0,27.0,10.0,0.0483732,0.062694,2.13,92.38,-1.0,25.0,25.0,141.89
20200216,Œ‰∫∫,1690.0,543.0,76.0,42066.0,3694.0,1417.0,0.3517668,0.2887812,2.39,75.09,23.3,70.0,63.0,978.54
20200216,ª∆ Ø,0,14.0,1.0,995.0,206.0,15.0,0.0572832,0.0714744,3.22,65.09,30.7,15.0,14.0,242.93
20200216, Æ—ﬂ,10.0,10.0,0,613.0,126.0,2.0,0.053298,0.0533628,4.96,38.7,30.04,84.0,84.0,334.08
20200216,“À≤˝,0,16.0,3.0,913.0,156.0,24.0,0.0865728,0.0908496,4.52,74.17,22.04,24.0,23.0,405.97
20200216,œÂ—Ù,11.0,37.0,1.0,1181.0,150.0,20.0,0.0941868,0.0933768,5.13,39.13,32.43,98.0,98.0,550.03
20200216,∂ı÷›,44.0,22.0,1.0,1286.0,244.0,35.0,0.0401436,0.0465264,3.83,60.26,38.57,18.0,17.0,104.87
20200216,æ£√≈,6.0,15.0,3.0,1001.0,132.0,33.0,0.0794448,0.0742608,3.3,71.91,38.39,12.0,12.0,287.37
20200216,–¢∏–,78.0,96.0,5.0,3279.0,449.0,70.0,0.1048464,0.1048464,2.43,77.3,23.26,31.0,30.0,481.45
20200216,æ£÷›,11.0,42.0,1.0,1551.0,305.0,37.0,0.1382508,0.1439208,3.91,74.0,27.09,38.0,38.0,569.17
20200216,ª∆∏‘,8.0,122.0,3.0,2869.0,840.0,78.0,0.1231524,0.1435644,3.26,65.48,41.74,21.0,21.0,616.21
20200216,œÃƒ˛,9.0,29.0,2.0,863.0,181.0,10.0,0.0504468,0.0540108,2.35,72.78,25.26,46.0,46.0,246.26
20200216,ÀÊ÷›,13.0,27.0,2.0,1269.0,140.0,24.0,0.0395604,0.0310068,1.22,72.39,33.22,54.0,54.0,216.22
20200216,∂˜ ©,2.0,5.0,0,254.0,81.0,4.0,0.1099008,0.1195884,7.39,68.48,21.35,93.0,93.0,329.03
20200216,œ…Ã“,8.0,20.0,2.0,531.0,107.0,19.0,0.0420552,0.046332,3.17,71.65,-1.0,26.0,25.0,117.51
20200216,ÃÏ√≈,38.0,12.0,0,487.0,39.0,10.0,0.051192,0.0478872,3.09,75.04,-1.0,25.0,25.0,141.89
20200217,Œ‰∫∫,1600.0,761.0,72.0,43666.0,4455.0,1489.0,0.3503736,0.2801952,4.08,71.21,26.08,70.0,63.0,978.54
20200217,ª∆ Ø,2.0,9.0,5.0,997.0,215.0,20.0,0.0591624,0.0681372,4.88,59.83,34.0,15.0,14.0,242.93
20200217, Æ—ﬂ,14.0,18.0,0,627.0,144.0,2.0,0.05589,0.0563436,5.96,42.62,23.04,84.0,84.0,334.08
20200217,“À≤˝,9.0,30.0,0,922.0,186.0,24.0,0.086184,0.0910116,6.54,58.12,30.54,24.0,23.0,405.97
20200217,œÂ—Ù,8.0,31.0,1.0,1189.0,181.0,21.0,0.0956448,0.0953532,6.63,41.75,32.88,98.0,98.0,550.03
20200217,∂ı÷›,65.0,21.0,1.0,1351.0,265.0,36.0,0.043578,0.0438048,5.79,58.54,38.21,18.0,17.0,104.87
20200217,æ£√≈,0,11.0,0,1001.0,143.0,33.0,0.0759456,0.0728676,6.83,45.17,33.96,12.0,12.0,287.37
20200217,–¢∏–,41.0,74.0,5.0,3320.0,523.0,75.0,0.0986256,0.1096416,4.42,67.67,26.96,31.0,30.0,481.45
20200217,æ£÷›,36.0,34.0,1.0,1587.0,339.0,38.0,0.1327104,0.1415232,5.96,66.71,31.21,38.0,38.0,569.17
20200217,ª∆∏‘,0,103.0,6.0,2869.0,943.0,84.0,0.1214028,0.1450872,4.83,67.04,43.58,21.0,21.0,616.21
20200217,œÃƒ˛,7.0,23.0,0,870.0,204.0,10.0,0.0489564,0.05589,3.96,63.79,28.88,46.0,46.0,246.26
20200217,ÀÊ÷›,11.0,58.0,1.0,1280.0,198.0,25.0,0.0343764,0.0326916,3.12,64.75,36.12,54.0,54.0,216.22
20200217,∂˜ ©,1.0,9.0,0,255.0,90.0,4.0,0.1131084,0.1220184,8.25,62.92,35.83,93.0,93.0,329.03
20200217,œ…Ã“,13.0,14.0,0,544.0,121.0,19.0,0.04617,0.0476928,5.42,67.17,-1.0,26.0,25.0,117.51
20200217,ÃÏ√≈,15.0,16.0,1.0,502.0,55.0,11.0,0.0516132,0.050058,5.88,63.54,-1.0,25.0,25.0,141.89
20200218,Œ‰∫∫,1660.0,676.0,116.0,45326.0,5131.0,1605.0,0.3417552,0.2579688,6.12,67.42,32.54,70.0,63.0,978.54
20200218,ª∆ Ø,0,47.0,5.0,997.0,262.0,25.0,0.0563436,0.0718956,7.25,55.12,37.46,15.0,14.0,242.93
20200218, Æ—ﬂ,12.0,20.0,0,639.0,164.0,2.0,0.0567972,0.057672,6.67,49.38,22.62,84.0,84.0,334.08
20200218,“À≤˝,3.0,22.0,1.0,925.0,208.0,25.0,0.088452,0.0960984,7.17,56.58,46.0,24.0,23.0,405.97
20200218,œÂ—Ù,2.0,48.0,1.0,1191.0,229.0,22.0,0.0942192,0.0973296,8.0,49.42,34.83,98.0,98.0,550.03
20200218,∂ı÷›,4.0,36.0,1.0,1355.0,301.0,37.0,0.0386532,0.0409536,7.79,51.54,41.67,18.0,17.0,104.87
20200218,æ£√≈,1.0,38.0,0,1002.0,181.0,33.0,0.0736128,0.0739368,7.96,46.62,41.54,12.0,12.0,287.37
20200218,–¢∏–,24.0,49.0,7.0,3344.0,572.0,82.0,0.1030968,0.1022868,6.29,63.04,29.08,31.0,30.0,481.45
20200218,æ£÷›,4.0,70.0,0,1591.0,409.0,38.0,0.1303776,0.1288872,7.21,64.62,38.0,38.0,38.0,569.17
20200218,ª∆∏‘,16.0,118.0,1.0,2885.0,1061.0,85.0,0.1171908,0.1412964,6.92,53.0,45.67,21.0,21.0,616.21
20200218,œÃƒ˛,0,21.0,0,870.0,225.0,10.0,0.0486972,0.05832,7.08,53.67,30.46,46.0,46.0,246.26
20200218,ÀÊ÷›,2.0,56.0,1.0,1282.0,254.0,26.0,0.0342468,0.033534,6.0,60.75,33.04,54.0,54.0,216.22
20200218,∂˜ ©,0,6.0,0,255.0,96.0,4.0,0.1130112,0.1278828,7.92,68.87,46.0,93.0,93.0,329.03
20200218,œ…Ã“,18.0,28.0,0,562.0,149.0,19.0,0.0436428,0.0472068,7.04,66.21,-1.0,26.0,25.0,117.51
20200218,ÃÏ√≈,0,18.0,0,502.0,73.0,11.0,0.0508356,0.0503496,7.58,57.67,-1.0,25.0,25.0,141.89
20200219,Œ‰∫∫,0,0,0,45326.0,5131.0,1605.0,0.3377052,0.2527848,9.17,63.52,42.04,70.0,63.0,978.54
20200219,ª∆ Ø,0,0,0,997.0,262.0,25.0,0.0558252,0.0754596,8.91,58.26,47.52,15.0,14.0,242.93
20200219, Æ—ﬂ,0,0,0,639.0,164.0,2.0,0.0572184,0.0540756,9.91,50.77,30.55,84.0,84.0,334.08
20200219,“À≤˝,0,0,0,925.0,208.0,25.0,0.0867348,0.0913032,10.35,58.0,78.61,24.0,23.0,405.97
20200219,œÂ—Ù,0,0,0,1191.0,229.0,22.0,0.0854064,0.097524,10.13,50.91,56.17,98.0,98.0,550.03
20200219,∂ı÷›,0,0,0,1355.0,301.0,37.0,0.0363528,0.0405,10.13,50.91,49.13,18.0,17.0,104.87
20200219,æ£√≈,0,0,0,1002.0,181.0,33.0,0.0759132,0.0699192,9.7,52.74,74.87,12.0,12.0,287.37
20200219,–¢∏–,0,0,0,3344.0,572.0,82.0,0.1019628,0.1002132,9.3,61.09,45.83,31.0,30.0,481.45
20200219,æ£÷›,0,0,0,1591.0,409.0,38.0,0.1271052,0.1343952,10.13,61.0,51.0,38.0,38.0,569.17
20200219,ª∆∏‘,0,0,0,2885.0,1061.0,85.0,0.1128816,0.1442772,8.77,56.64,50.86,21.0,21.0,616.21
20200219,œÃƒ˛,0,0,0,870.0,225.0,10.0,0.0521964,0.0634068,9.09,54.61,36.35,46.0,46.0,246.26
20200219,ÀÊ÷›,0,0,0,1282.0,254.0,26.0,0.0329184,0.0334044,9.57,48.7,42.04,54.0,54.0,216.22
20200219,∂˜ ©,0,0,0,255.0,96.0,4.0,0.11502,0.1363068,9.78,66.87,69.17,93.0,93.0,329.03
20200219,œ…Ã“,0,0,0,562.0,149.0,19.0,0.0395604,0.04374,9.22,67.39,-1.0,26.0,25.0,117.51
20200219,ÃÏ√≈,0,0,0,502.0,73.0,11.0,0.048276,0.0545292,9.65,63.78,-1.0,25.0,25.0,141.89
20200220,Œ‰∫∫,0,0,0,45326.0,5131.0,1605.0,0.3699756,0.26163,8.25,70.79,59.17,70.0,63.0,978.54
20200220,ª∆ Ø,0,0,0,997.0,262.0,25.0,0.0550152,0.0794124,9.87,61.79,52.42,15.0,14.0,242.93
20200220, Æ—ﬂ,0,0,0,639.0,164.0,2.0,0.0561492,0.059778,8.58,67.17,55.88,84.0,84.0,334.08
20200220,“À≤˝,0,0,0,925.0,208.0,25.0,0.0889056,0.0911412,9.88,62.54,85.92,24.0,23.0,405.97
20200220,œÂ—Ù,0,0,0,1191.0,229.0,22.0,0.0904932,0.0952236,10.5,60.25,65.62,98.0,98.0,550.03
20200220,∂ı÷›,0,0,0,1355.0,301.0,37.0,0.0406944,0.041148,11.17,54.43,56.09,18.0,17.0,104.87
20200220,æ£√≈,0,0,0,1002.0,181.0,33.0,0.07128,0.0723816,10.65,56.74,67.57,12.0,12.0,287.37
20200220,–¢∏–,0,0,0,3344.0,572.0,82.0,0.0998568,0.1044252,8.92,69.13,59.33,31.0,30.0,481.45
20200220,æ£÷›,0,0,0,1591.0,409.0,38.0,0.1275912,0.1431756,10.0,69.75,55.46,38.0,38.0,569.17
20200220,ª∆∏‘,0,0,0,2885.0,1061.0,85.0,0.1197828,0.1501092,9.92,60.0,67.71,21.0,21.0,616.21
20200220,œÃƒ˛,0,0,0,870.0,225.0,10.0,0.0528444,0.0622404,10.42,59.67,40.67,46.0,46.0,246.26
20200220,ÀÊ÷›,0,0,0,1282.0,254.0,26.0,0.0339228,0.0321732,8.78,62.48,56.65,54.0,54.0,216.22
20200220,∂˜ ©,0,0,0,255.0,96.0,4.0,0.1149876,0.141264,7.63,79.54,83.38,93.0,93.0,329.03
20200220,œ…Ã“,0,0,0,562.0,149.0,19.0,0.0408888,0.0463968,9.46,71.83,-1.0,26.0,25.0,117.51
20200220,ÃÏ√≈,0,0,0,502.0,73.0,11.0,0.0474984,0.0519696,9.54,69.71,-1.0,25.0,25.0,141.89
20200221,Œ‰∫∫,615.0,553.0,88.0,45941.0,5684.0,1693.0,0.3726648,0.2588112,10.96,73.43,68.43,70.0,63.0,978.54
20200221,ª∆ Ø,2.0,37.0,1.0,999.0,299.0,26.0,0.0544968,0.0790884,9.88,78.29,51.42,15.0,14.0,242.93
20200221, Æ—ﬂ,5.0,23.0,0,644.0,187.0,2.0,0.05427,0.059454,11.04,50.92,62.54,84.0,84.0,334.08
20200221,“À≤˝,3.0,23.0,2.0,928.0,231.0,27.0,0.0926964,0.1004076,10.7,71.09,51.57,24.0,23.0,405.97
20200221,œÂ—Ù,3.0,64.0,1.0,1194.0,293.0,23.0,0.0882576,0.0962928,11.46,56.58,87.54,98.0,98.0,550.03
20200221,∂ı÷›,25.0,49.0,1.0,1380.0,350.0,38.0,0.0384264,0.041634,10.74,74.3,58.57,18.0,17.0,104.87
20200221,æ£√≈,5.0,20.0,1.0,1007.0,201.0,34.0,0.0752652,0.0760104,11.52,63.52,73.57,12.0,12.0,287.37
20200221,–¢∏–,66.0,101.0,7.0,3410.0,673.0,89.0,0.1033236,0.1050732,11.48,71.96,63.39,31.0,30.0,481.45
20200221,æ£÷›,12.0,42.0,2.0,1603.0,451.0,40.0,0.1321272,0.1638468,11.46,73.92,60.42,38.0,38.0,569.17
20200221,ª∆∏‘,22.0,90.0,2.0,2907.0,1151.0,87.0,0.1196532,0.1528308,9.88,77.42,65.83,21.0,21.0,616.21
20200221,œÃƒ˛,2.0,43.0,0,872.0,268.0,10.0,0.050868,0.0722196,9.25,86.75,52.12,46.0,46.0,246.26
20200221,ÀÊ÷›,8.0,54.0,1.0,1290.0,308.0,27.0,0.0313956,0.0326268,10.92,62.96,58.29,54.0,54.0,216.22
20200221,∂˜ ©,0,6.0,0,255.0,102.0,4.0,0.1506924,0.1403244,10.09,83.65,118.13,93.0,93.0,329.03
20200221,œ…Ã“,5.0,35.0,0,567.0,184.0,19.0,0.0414072,0.0458136,11.04,76.78,-1.0,26.0,25.0,117.51
20200221,ÃÏ√≈,2.0,60.0,1.0,504.0,133.0,12.0,0.0486,0.0588708,11.33,78.62,-1.0,25.0,25.0,141.89
20200222,Œ‰∫∫,319.0,766.0,99.0,46260.0,6450.0,1792.0,0.3644676,0.252396,9.83,79.21,61.96,70.0,63.0,978.54
20200222,ª∆ Ø,7.0,40.0,1.0,1006.0,339.0,27.0,0.0629532,0.078246,10.33,72.58,67.5,15.0,14.0,242.93
20200222, Æ—ﬂ,13.0,22.0,0,657.0,209.0,2.0,0.0554364,0.0597456,9.96,61.33,52.08,84.0,84.0,334.08
20200222,“À≤˝,4.0,19.0,1.0,932.0,250.0,28.0,0.09315,0.1087992,11.33,72.54,58.92,24.0,23.0,405.97
20200222,œÂ—Ù,3.0,49.0,1.0,1197.0,342.0,24.0,0.0829116,0.1023516,11.54,64.92,72.29,98.0,98.0,550.03
20200222,∂ı÷›,5.0,25.0,1.0,1385.0,375.0,39.0,0.039042,0.0502524,11.12,70.46,63.54,18.0,17.0,104.87
20200222,æ£√≈,6.0,28.0,3.0,1013.0,229.0,37.0,0.073386,0.0755892,11.79,68.92,86.5,12.0,12.0,287.37
20200222,–¢∏–,17.0,98.0,5.0,3427.0,771.0,94.0,0.098658,0.1094796,10.75,78.62,63.96,31.0,30.0,481.45
20200222,æ£÷›,7.0,80.0,0,1610.0,531.0,40.0,0.1321596,0.2027916,11.33,77.25,57.54,38.0,38.0,569.17
20200222,ª∆∏‘,17.0,125.0,3.0,2924.0,1276.0,90.0,0.1387044,0.15957,9.87,76.54,67.87,21.0,21.0,616.21
20200222,œÃƒ˛,0,45.0,0,872.0,313.0,10.0,0.0574776,0.0780516,10.5,70.12,50.83,46.0,46.0,246.26
20200222,ÀÊ÷›,4.0,78.0,1.0,1294.0,386.0,28.0,0.0360288,0.0353484,8.96,72.46,66.42,54.0,54.0,216.22
20200222,∂˜ ©,1.0,10.0,0,256.0,112.0,4.0,0.1151172,0.1546452,8.83,87.0,79.75,93.0,93.0,329.03
20200222,œ…Ã“,1.0,26.0,0,568.0,210.0,19.0,0.0410184,0.0492804,10.54,83.08,-1.0,26.0,25.0,117.51
20200222,ÃÏ√≈,4.0,32.0,0,508.0,165.0,12.0,0.0509328,0.053946,11.17,79.12,-1.0,25.0,25.0,141.89
20200223,Œ‰∫∫,314.0,992.0,90.0,46574.0,7442.0,1882.0,0.34101,0.252558,12.7,54.4,60.0,70.0,63.0,978.54
20200223,ª∆ Ø,5.0,52.0,1.0,1011.0,391.0,28.0,0.0597456,0.0833652,11.2,62.7,65.2,15.0,14.0,242.93
20200223, Æ—ﬂ,3.0,28.0,0,660.0,237.0,2.0,0.054756,0.0633096,6.1,89.7,52.0,84.0,84.0,334.08
20200223,“À≤˝,0,23.0,1.0,932.0,273.0,29.0,0.0919836,0.1225368,9.7,81.4,104.9,24.0,23.0,405.97
20200223,œÂ—Ù,2.0,59.0,2.0,1199.0,401.0,26.0,0.0833328,0.1118124,10.0,75.1,88.6,98.0,98.0,550.03
20200223,∂ı÷›,2.0,11.0,0,1387.0,386.0,39.0,0.0405,0.0528444,12.6,58.7,68.3,18.0,17.0,104.87
20200223,æ£√≈,2.0,67.0,0,1015.0,296.0,37.0,0.0763668,0.0785052,10.7,76.4,108.3,12.0,12.0,287.37
20200223,–¢∏–,2.0,146.0,4.0,3429.0,917.0,98.0,0.1008936,0.1078596,12.3,62.1,67.2,31.0,30.0,481.45
20200223,æ£÷›,6.0,81.0,0,1616.0,612.0,40.0,0.1374732,0.2682396,11.9,77.6,80.0,38.0,38.0,569.17
20200223,ª∆∏‘,16.0,134.0,5.0,2940.0,1410.0,95.0,0.1232172,0.1902528,10.9,66.4,68.8,21.0,21.0,616.21
20200223,œÃƒ˛,2.0,45.0,1.0,874.0,358.0,11.0,0.0538488,0.0794448,12.4,44.4,59.0,46.0,46.0,246.26
20200223,ÀÊ÷›,4.0,57.0,1.0,1298.0,443.0,29.0,0.033534,0.0326592,10.5,69.7,74.1,54.0,54.0,216.22
20200223,∂˜ ©,1.0,5.0,0,257.0,117.0,4.0,0.1094796,0.1641708,8.9,90.9,102.6,93.0,93.0,329.03
20200223,œ…Ã“,3.0,21.0,0,571.0,231.0,19.0,0.0419256,0.0556632,12.4,78.8,-1.0,26.0,25.0,117.51
20200223,ÃÏ√≈,1.0,33.0,0,509.0,198.0,12.0,0.0506736,0.056376,11.9,88.7,-1.0,25.0,25.0,141.89
20200224,Œ‰∫∫,541.0,965.0,82.0,47115.0,8407.0,1964.0,0.3507948,0.2590056,21.0,64.58,54.83,70.0,63.0,978.54
20200224,ª∆ Ø,4.0,51.0,1.0,1015.0,442.0,29.0,0.0566676,0.0856008,21.83,56.92,55.33,15.0,14.0,242.93
20200224, Æ—ﬂ,8.0,28.0,0,668.0,265.0,2.0,0.0556308,0.0761724,15.08,62.67,66.5,84.0,84.0,334.08
20200224,“À≤˝,3.0,16.0,0,935.0,289.0,29.0,0.0949644,0.1304424,15.67,70.33,106.5,24.0,23.0,405.97
20200224,œÂ—Ù,0,61.0,2.0,1199.0,462.0,28.0,0.0858276,0.1244808,16.0,62.33,90.58,98.0,98.0,550.03
20200224,∂ı÷›,4.0,31.0,1.0,1391.0,417.0,40.0,0.0387504,0.0507708,22.17,54.75,52.92,18.0,17.0,104.87
20200224,æ£√≈,4.0,65.0,0,1019.0,361.0,37.0,0.0772416,0.0775008,18.0,67.25,99.5,12.0,12.0,287.37
20200224,–¢∏–,14.0,161.0,4.0,3443.0,1078.0,102.0,0.108216,0.1133676,19.25,76.67,72.0,31.0,30.0,481.45
20200224,æ£÷›,8.0,69.0,1.0,1624.0,681.0,41.0,0.1418148,0.334692,17.67,77.75,84.83,38.0,38.0,569.17
20200224,ª∆∏‘,5.0,132.0,3.0,2945.0,1542.0,98.0,0.1219536,0.2297484,21.92,57.08,55.0,21.0,21.0,616.21
20200224,œÃƒ˛,0,40.0,0,874.0,398.0,11.0,0.0540108,0.0571212,24.0,44.67,42.33,46.0,46.0,246.26
20200224,ÀÊ÷›,4.0,55.0,1.0,1302.0,498.0,30.0,0.034344,0.0373248,19.17,62.42,66.0,54.0,54.0,216.22
20200224,∂˜ ©,0,6.0,0,257.0,123.0,4.0,0.1153116,0.165888,11.33,90.58,66.33,93.0,93.0,329.03
20200224,œ…Ã“,0,17.0,0,571.0,248.0,19.0,0.0444852,0.0536544,20.33,70.08,-1.0,26.0,25.0,117.51
20200224,ÃÏ√≈,1.0,34.0,1.0,510.0,232.0,13.0,0.0519372,0.058644,18.67,75.0,-1.0,25.0,25.0,141.89
20200225,Œ‰∫∫,348.0,772.0,131.0,47463.0,9179.0,2095.0,0.3410748,0.2631528,17.17,76.35,96.48,70.0,63.0,978.54
20200225,ª∆ Ø,4.0,48.0,1.0,1019.0,490.0,30.0,0.0620136,0.0963576,18.79,70.96,78.0,15.0,14.0,242.93
20200225, Æ—ﬂ,2.0,26.0,0,670.0,291.0,2.0,0.0585468,0.0800928,12.17,76.26,71.17,84.0,84.0,334.08
20200225,“À≤˝,7.0,15.0,0,942.0,304.0,29.0,0.096876,0.1358532,16.0,79.0,104.17,24.0,23.0,405.97
20200225,œÂ—Ù,1.0,58.0,1.0,1200.0,520.0,29.0,0.0885816,0.1453788,13.04,74.04,130.54,98.0,98.0,550.03
20200225,∂ı÷›,4.0,48.0,0,1395.0,465.0,40.0,0.0381024,0.0504468,19.04,69.13,89.48,18.0,17.0,104.87
20200225,æ£√≈,2.0,28.0,0,1021.0,389.0,37.0,0.0750708,0.0740988,15.96,68.17,121.7,12.0,12.0,287.37
20200225,–¢∏–,22.0,99.0,6.0,3465.0,1177.0,108.0,0.1005372,0.1117152,16.57,75.26,109.61,31.0,30.0,481.45
20200225,æ£÷›,0,53.0,1.0,1624.0,734.0,42.0,0.1433052,0.3767472,16.0,83.54,89.75,38.0,38.0,569.17
20200225,ª∆∏‘,0,119.0,5.0,2945.0,1661.0,103.0,0.1205928,0.264384,17.39,77.57,100.0,21.0,21.0,616.21
20200225,œÃƒ˛,0,47.0,0,874.0,445.0,11.0,0.05832,0.0523584,18.87,70.09,62.61,46.0,46.0,246.26
20200225,ÀÊ÷›,3.0,53.0,3.0,1305.0,551.0,33.0,0.0335016,0.0361584,14.87,67.96,95.13,54.0,54.0,216.22
20200225,∂˜ ©,0,23.0,1.0,257.0,146.0,5.0,0.119556,0.182898,12.09,93.3,76.7,93.0,93.0,329.03
20200225,œ…Ã“,2.0,20.0,0,573.0,268.0,19.0,0.0412452,0.0430596,17.17,79.71,-1.0,26.0,25.0,117.51
20200225,ÃÏ√≈,0,26.0,0,510.0,258.0,13.0,0.0515808,0.0567,16.0,79.17,-1.0,25.0,25.0,141.89
20200226,Œ‰∫∫,464.0,1391.0,56.0,47927.0,10570.0,2151.0,0.3384504,0.2604312,11.74,85.57,68.83,70.0,63.0,978.54
20200226,ª∆ Ø,3.0,44.0,1.0,1022.0,534.0,31.0,0.0551772,0.0992088,12.5,91.87,70.33,15.0,14.0,242.93
20200226, Æ—ﬂ,2.0,22.0,1.0,672.0,313.0,3.0,0.0530064,0.0772092,9.42,88.25,67.54,84.0,84.0,334.08
20200226,“À≤˝,2.0,24.0,0,944.0,328.0,29.0,0.0965196,0.1243188,11.21,99.0,97.5,24.0,23.0,405.97
20200226,œÂ—Ù,1.0,72.0,1.0,1201.0,592.0,30.0,0.089586,0.1397088,9.5,85.96,103.46,98.0,98.0,550.03
20200226,∂ı÷›,2.0,31.0,1.0,1397.0,496.0,41.0,0.0366768,0.04212,12.88,88.79,69.17,18.0,17.0,104.87
20200226,æ£√≈,0,43.0,0,1021.0,432.0,37.0,0.07695,0.083268,9.83,87.96,110.79,12.0,12.0,287.37
20200226,–¢∏–,17.0,151.0,2.0,3482.0,1328.0,110.0,0.1083132,0.1139184,12.04,88.38,71.17,31.0,30.0,481.45
20200226,æ£÷›,2.0,42.0,0,1626.0,776.0,42.0,0.1409076,0.389772,11.96,88.04,71.17,38.0,38.0,569.17
20200226,ª∆∏‘,0,101.0,3.0,2945.0,1762.0,106.0,0.1227312,0.2211624,11.87,92.5,78.67,21.0,21.0,616.21
20200226,œÃƒ˛,0,59.0,0,874.0,504.0,11.0,0.058482,0.0506736,11.54,98.04,77.71,46.0,46.0,246.26
20200226,ÀÊ÷›,2.0,50.0,3.0,1307.0,601.0,36.0,0.0334692,0.0347004,10.5,80.75,59.42,54.0,54.0,216.22
20200226,∂˜ ©,0,5.0,0,257.0,151.0,5.0,0.119394,0.1856196,13.38,93.79,66.58,93.0,93.0,329.03
20200226,œ…Ã“,2.0,48.0,0,575.0,316.0,19.0,0.0379728,0.043254,11.67,89.25,-1.0,26.0,25.0,117.51
20200226,ÃÏ√≈,1.0,24.0,0,511.0,282.0,13.0,0.0571536,0.05022,11.26,89.35,-1.0,25.0,25.0,141.89
20200227,Œ‰∫∫,370.0,1456.0,42.0,48297.0,12026.0,2193.0,0.3313224,0.2442636,9.58,86.46,46.38,70.0,63.0,978.54
20200227,ª∆ Ø,3.0,51.0,1.0,1025.0,585.0,32.0,0.0556632,0.0625968,11.17,81.61,54.52,15.0,14.0,242.93
20200227, Æ—ﬂ,0,33.0,0,672.0,346.0,3.0,0.0523584,0.0612684,5.71,98.5,37.92,84.0,84.0,334.08
20200227,“À≤˝,1.0,34.0,1.0,945.0,362.0,30.0,0.0904284,0.0972972,8.33,99.0,32.67,24.0,23.0,405.97
20200227,œÂ—Ù,0,60.0,0,1201.0,652.0,30.0,0.0883224,0.097848,5.58,97.5,76.88,98.0,98.0,550.03
20200227,∂ı÷›,2.0,47.0,0,1399.0,543.0,41.0,0.0347004,0.0388152,12.04,80.04,49.75,18.0,17.0,104.87
20200227,æ£√≈,2.0,37.0,0,1023.0,469.0,37.0,0.0802872,0.071604,7.0,92.0,67.92,12.0,12.0,287.37
20200227,–¢∏–,19.0,60.0,3.0,3501.0,1388.0,113.0,0.0982044,0.1048464,8.79,92.88,44.29,31.0,30.0,481.45
20200227,æ£÷›,1.0,46.0,2.0,1627.0,822.0,44.0,0.131868,0.1942056,9.0,96.58,48.58,38.0,38.0,569.17
20200227,ª∆∏‘,0,92.0,1.0,2945.0,1854.0,107.0,0.1186488,0.1246428,10.75,83.5,51.88,21.0,21.0,616.21
20200227,œÃƒ˛,0,56.0,0,874.0,560.0,11.0,0.0578988,0.0470448,11.3,77.17,54.09,46.0,46.0,246.26
20200227,ÀÊ÷›,1.0,51.0,1.0,1308.0,652.0,37.0,0.032886,0.0336636,6.67,87.88,43.87,54.0,54.0,216.22
20200227,∂˜ ©,0,7.0,0,257.0,158.0,5.0,0.1160244,0.1658556,12.0,95.08,38.04,93.0,93.0,329.03
20200227,œ…Ã“,0,21.0,0,575.0,337.0,19.0,0.0391068,0.0423468,9.33,89.83,-1.0,26.0,25.0,117.51
20200227,ÃÏ√≈,1.0,4.0,0,512.0,286.0,13.0,0.0469152,0.0560196,8.58,93.0,-1.0,25.0,25.0,141.89
20200228,Œ‰∫∫,383.0,1535.0,19.0,48680.0,13561.0,2212.0,0.3221532,0.2574828,5.71,95.12,17.12,70.0,63.0,978.54
20200228,ª∆ Ø,2.0,28.0,1.0,1027.0,613.0,33.0,0.0535248,0.0520992,7.42,94.08,41.29,15.0,14.0,242.93
20200228, Æ—ﬂ,0,24.0,0,672.0,370.0,3.0,0.0532008,0.0553716,7.08,88.5,21.71,84.0,84.0,334.08
20200228,“À≤˝,2.0,34.0,0,947.0,396.0,30.0,0.09558,0.0886464,5.5,98.75,25.92,24.0,23.0,405.97
20200228,œÂ—Ù,0,48.0,1.0,1201.0,700.0,31.0,0.085536,0.0909144,5.08,89.12,38.04,98.0,98.0,550.03
20200228,∂ı÷›,2.0,68.0,1.0,1401.0,611.0,42.0,0.0347328,0.03483,7.12,92.71,37.08,18.0,17.0,104.87
20200228,æ£√≈,1.0,39.0,0,1024.0,508.0,37.0,0.075168,0.0715068,4.67,91.42,30.92,12.0,12.0,287.37
20200228,–¢∏–,15.0,234.0,0,3516.0,1622.0,113.0,0.0982692,0.1002132,5.5,98.62,16.83,31.0,30.0,481.45
